FIPS,Name,State,county_lower
20067,Grant,KS,grant
20069,Gray,KS,gray
20071,Greeley,KS,greeley
20073,Greenwood,KS,greenwood
20075,Hamilton,KS,hamilton
20077,Harper,KS,harper
20079,Harvey,KS,harvey
20081,Haskell,KS,haskell
20083,Hodgeman,KS,hodgeman
20085,Jackson,KS,jackson
20087,Jefferson,KS,jefferson
20089,Jewell,KS,jewell
20091,Johnson,KS,johnson
20093,Kearny,KS,kearny
20095,Kingman,KS,kingman
20097,Kiowa,KS,kiowa
20099,Labette,KS,labette
20101,Lane,KS,lane
20103,Leavenworth,KS,leavenworth
20105,Lincoln,KS,lincoln
20107,Linn,KS,linn
20109,Logan,KS,logan
20111,Lyon,KS,lyon
20113,McPherson,KS,mcpherson
20115,Marion,KS,marion
20117,Marshall,KS,marshall
20119,Meade,KS,meade
20121,Miami,KS,miami
20123,Mitchell,KS,mitchell
20125,Montgomery,KS,montgomery
20127,Morris,KS,morris
20129,Morton,KS,morton
20131,Nemaha,KS,nemaha
20133,Neosho,KS,neosho
20135,Ness,KS,ness
20137,Norton,KS,norton
20139,Osage,KS,osage
20141,Osborne,KS,osborne
20143,Ottawa,KS,ottawa
20145,Pawnee,KS,pawnee
20147,Phillips,KS,phillips
20149,Pottawatomie,KS,pottawatomie
20151,Pratt,KS,pratt
20153,Rawlins,KS,rawlins
20155,Reno,KS,reno
20157,Republic,KS,republic
20159,Rice,KS,rice
20161,Riley,KS,riley
20163,Rooks,KS,rooks
20165,Rush,KS,rush
20167,Russell,KS,russell
20169,Saline,KS,saline
20171,Scott,KS,scott
20173,Sedgwick,KS,sedgwick
20175,Seward,KS,seward
20177,Shawnee,KS,shawnee
20179,Sheridan,KS,sheridan
20181,Sherman,KS,sherman
20183,Smith,KS,smith
20185,Stafford,KS,stafford
20187,Stanton,KS,stanton
20189,Stevens,KS,stevens
20191,Sumner,KS,sumner
20193,Thomas,KS,thomas
20195,Trego,KS,trego
20197,Wabaunsee,KS,wabaunsee
20199,Wallace,KS,wallace
20201,Washington,KS,washington
20203,Wichita,KS,wichita
20205,Wilson,KS,wilson
20207,Woodson,KS,woodson
20209,Wyandotte,KS,wyandotte
21001,Adair,KY,adair
21003,Allen,KY,allen
21005,Anderson,KY,anderson
21007,Ballard,KY,ballard
21009,Barren,KY,barren
21011,Bath,KY,bath
21013,Bell,KY,bell
21015,Boone,KY,boone
21017,Bourbon,KY,bourbon
21019,Boyd,KY,boyd
21021,Boyle,KY,boyle
21023,Bracken,KY,bracken
21025,Breathitt,KY,breathitt
21027,Breckinridge,KY,breckinridge
21029,Bullitt,KY,bullitt
21031,Butler,KY,butler
21033,Caldwell,KY,caldwell
21035,Calloway,KY,calloway
21037,Campbell,KY,campbell
21039,Carlisle,KY,carlisle
21041,Carroll,KY,carroll
21043,Carter,KY,carter
21045,Casey,KY,casey
21047,Christian,KY,christian
21049,Clark,KY,clark
21051,Clay,KY,clay
21053,Clinton,KY,clinton
21055,Crittenden,KY,crittenden
21057,Cumberland,KY,cumberland
21059,Daviess,KY,daviess
21061,Edmonson,KY,edmonson
21063,Elliott,KY,elliott
21065,Estill,KY,estill
21067,Fayette,KY,fayette
21069,Fleming,KY,fleming
21071,Floyd,KY,floyd
21073,Franklin,KY,franklin
21075,Fulton,KY,fulton
21077,Gallatin,KY,gallatin
21079,Garrard,KY,garrard
21081,Grant,KY,grant
21083,Graves,KY,graves
21085,Grayson,KY,grayson
21087,Green,KY,green
21089,Greenup,KY,greenup
21091,Hancock,KY,hancock
21093,Hardin,KY,hardin
21095,Harlan,KY,harlan
21097,Harrison,KY,harrison
21099,Hart,KY,hart
21101,Henderson,KY,henderson
21103,Henry,KY,henry
21105,Hickman,KY,hickman
21107,Hopkins,KY,hopkins
21109,Jackson,KY,jackson
21111,Jefferson,KY,jefferson
21113,Jessamine,KY,jessamine
21115,Johnson,KY,johnson
21117,Kenton,KY,kenton
21119,Knott,KY,knott
21121,Knox,KY,knox
21123,Larue,KY,larue
21125,Laurel,KY,laurel
21127,Lawrence,KY,lawrence
21129,Lee,KY,lee
21131,Leslie,KY,leslie
21133,Letcher,KY,letcher
21135,Lewis,KY,lewis
21137,Lincoln,KY,lincoln
21139,Livingston,KY,livingston
21141,Logan,KY,logan
21143,Lyon,KY,lyon
21145,McCracken,KY,mccracken
21147,McCreary,KY,mccreary
21149,McLean,KY,mclean
21151,Madison,KY,madison
21153,Magoffin,KY,magoffin
21155,Marion,KY,marion
21157,Marshall,KY,marshall
21159,Martin,KY,martin
21161,Mason,KY,mason
21163,Meade,KY,meade
21165,Menifee,KY,menifee
21167,Mercer,KY,mercer
21169,Metcalfe,KY,metcalfe
21171,Monroe,KY,monroe
21173,Montgomery,KY,montgomery
21175,Morgan,KY,morgan
21177,Muhlenberg,KY,muhlenberg
21179,Nelson,KY,nelson
21181,Nicholas,KY,nicholas
21183,Ohio,KY,ohio
21185,Oldham,KY,oldham
21187,Owen,KY,owen
21189,Owsley,KY,owsley
21191,Pendleton,KY,pendleton
21193,Perry,KY,perry
21195,Pike,KY,pike
21197,Powell,KY,powell
21199,Pulaski,KY,pulaski
21201,Robertson,KY,robertson
21203,Rockcastle,KY,rockcastle
21205,Rowan,KY,rowan
21207,Russell,KY,russell
21209,Scott,KY,scott
21211,Shelby,KY,shelby
21213,Simpson,KY,simpson
21215,Spencer,KY,spencer
21217,Taylor,KY,taylor
21219,Todd,KY,todd
21221,Trigg,KY,trigg
21223,Trimble,KY,trimble
21225,Union,KY,union
21227,Warren,KY,warren
21229,Washington,KY,washington
21231,Wayne,KY,wayne
21233,Webster,KY,webster
21235,Whitley,KY,whitley
21237,Wolfe,KY,wolfe
21239,Woodford,KY,woodford
22001,Acadia,LA,acadia
22003,Allen,LA,allen
22005,Ascension,LA,ascension
22007,Assumption,LA,assumption
22009,Avoyelles,LA,avoyelles
22011,Beauregard,LA,beauregard
22013,Bienville,LA,bienville
22015,Bossier,LA,bossier
22017,Caddo,LA,caddo
22019,Calcasieu,LA,calcasieu
22021,Caldwell,LA,caldwell
22023,Cameron,LA,cameron
22025,Catahoula,LA,catahoula
22027,Claiborne,LA,claiborne
22029,Concordia,LA,concordia
22031,De Soto,LA,desoto
22033,East Baton Rouge,LA,eastbatonrouge
22035,East Carroll,LA,eastcarroll
22037,East Feliciana,LA,eastfeliciana
22039,Evangeline,LA,evangeline
22041,Franklin,LA,franklin
22043,Grant,LA,grant
22045,Iberia,LA,iberia
22047,Iberville,LA,iberville
22049,Jackson,LA,jackson
22051,Jefferson,LA,jefferson
22053,Jefferson Davis,LA,jeffersondavis
22055,Lafayette,LA,lafayette
22057,Lafourche,LA,lafourche
22059,La Salle,LA,lasalle
22061,Lincoln,LA,lincoln
22063,Livingston,LA,livingston
22065,Madison,LA,madison
22067,Morehouse,LA,morehouse
22069,Natchitoches,LA,natchitoches
22071,Orleans,LA,orleans
22073,Ouachita,LA,ouachita
22075,Plaquemines,LA,plaquemines
22077,Pointe Coupee,LA,pointecoupee
22079,Rapides,LA,rapides
22081,Red River,LA,redriver
22083,Richland,LA,richland
22085,Sabine,LA,sabine
22087,St Bernard,LA,stbernard
22089,St Charles,LA,stcharles
22091,St Helena,LA,sthelena
22093,St James,LA,stjames
22095,St John the Baptist,LA,stjohnthebaptist
22097,St Landry,LA,stlandry
22099,St Martin,LA,stmartin
22101,St Mary,LA,stmary
22103,St Tammany,LA,sttammany
22105,Tangipahoa,LA,tangipahoa
22107,Tensas,LA,tensas
22109,Terrebonne,LA,terrebonne
22111,Union,LA,union
22113,Vermilion,LA,vermilion
22115,Vernon,LA,vernon
22117,Washington,LA,washington
22119,Webster,LA,webster
22121,West Baton Rouge,LA,westbatonrouge
22123,West Carroll,LA,westcarroll
22125,West Feliciana,LA,westfeliciana
22127,Winn,LA,winn
23001,Androscoggin,ME,androscoggin
23003,Aroostook,ME,aroostook
23005,Cumberland,ME,cumberland
23007,Franklin,ME,franklin
23009,Hancock,ME,hancock
23011,Kennebec,ME,kennebec
23013,Knox,ME,knox
23015,Lincoln,ME,lincoln
23017,Oxford,ME,oxford
23019,Penobscot,ME,penobscot
23021,Piscataquis,ME,piscataquis
23023,Sagadahoc,ME,sagadahoc
23025,Somerset,ME,somerset
23027,Waldo,ME,waldo
23029,Washington,ME,washington
23031,York,ME,york
24001,Allegany,MD,allegany
24003,Anne Arundel,MD,annearundel
24005,Baltimore,MD,baltimore
24009,Calvert,MD,calvert
24011,Caroline,MD,caroline
24013,Carroll,MD,carroll
24015,Cecil,MD,cecil
24017,Charles,MD,charles
24019,Dorchester,MD,dorchester
24021,Frederick,MD,frederick
24023,Garrett,MD,garrett
24025,Harford,MD,harford
24027,Howard,MD,howard
24029,Kent,MD,kent
24031,Montgomery,MD,montgomery
24033,Prince Georges,MD,princegeorges
24035,Queen Annes,MD,queenannes
24037,St Marys,MD,stmarys
24039,Somerset,MD,somerset
24041,Talbot,MD,talbot
24043,Washington,MD,washington
24045,Wicomico,MD,wicomico
24047,Worcester,MD,worcester
24510,Baltimore City,MD,baltimorecity
25001,Barnstable,MA,barnstable
25003,Berkshire,MA,berkshire
25005,Bristol,MA,bristol
25007,Dukes,MA,dukes
25009,Essex,MA,essex
25011,Franklin,MA,franklin
25013,Hampden,MA,hampden
25015,Hampshire,MA,hampshire
25017,Middlesex,MA,middlesex
25019,Nantucket,MA,nantucket
25021,Norfolk,MA,norfolk
25023,Plymouth,MA,plymouth
25025,Suffolk,MA,suffolk
25027,Worcester,MA,worcester
26001,Alcona,MI,alcona
26003,Alger,MI,alger
26005,Allegan,MI,allegan
26007,Alpena,MI,alpena
26009,Antrim,MI,antrim
26011,Arenac,MI,arenac
26013,Baraga,MI,baraga
26015,Barry,MI,barry
26017,Bay,MI,bay
26019,Benzie,MI,benzie
26021,Berrien,MI,berrien
26023,Branch,MI,branch
26025,Calhoun,MI,calhoun
26027,Cass,MI,cass
26029,Charlevoix,MI,charlevoix
26031,Cheboygan,MI,cheboygan
26033,Chippewa,MI,chippewa
26035,Clare,MI,clare
26037,Clinton,MI,clinton
26039,Crawford,MI,crawford
26041,Delta,MI,delta
26043,Dickinson,MI,dickinson
26045,Eaton,MI,eaton
26047,Emmet,MI,emmet
26049,Genesee,MI,genesee
26051,Gladwin,MI,gladwin
26053,Gogebic,MI,gogebic
26055,Grand Traverse,MI,grandtraverse
26057,Gratiot,MI,gratiot
26059,Hillsdale,MI,hillsdale
26061,Houghton,MI,houghton
26063,Huron,MI,huron
26065,Ingham,MI,ingham
26067,Ionia,MI,ionia
26069,Iosco,MI,iosco
26071,Iron,MI,iron
26073,Isabella,MI,isabella
26075,Jackson,MI,jackson
26077,Kalamazoo,MI,kalamazoo
26079,Kalkaska,MI,kalkaska
26081,Kent,MI,kent
26083,Keweenaw,MI,keweenaw
26085,Lake,MI,lake
26087,Lapeer,MI,lapeer
26089,Leelanau,MI,leelanau
26091,Lenawee,MI,lenawee
26093,Livingston,MI,livingston
26095,Luce,MI,luce
26097,Mackinac,MI,mackinac
26099,Macomb,MI,macomb
26101,Manistee,MI,manistee
26103,Marquette,MI,marquette
26105,Mason,MI,mason
26107,Mecosta,MI,mecosta
26109,Menominee,MI,menominee
26111,Midland,MI,midland
26113,Missaukee,MI,missaukee
26115,Monroe,MI,monroe
26117,Montcalm,MI,montcalm
26119,Montmorency,MI,montmorency
26121,Muskegon,MI,muskegon
26123,Newaygo,MI,newaygo
26125,Oakland,MI,oakland
26127,Oceana,MI,oceana
26129,Ogemaw,MI,ogemaw
26131,Ontonagon,MI,ontonagon
26133,Osceola,MI,osceola
26135,Oscoda,MI,oscoda
26137,Otsego,MI,otsego
26139,Ottawa,MI,ottawa
26141,Presque Isle,MI,presqueisle
26143,Roscommon,MI,roscommon
26145,Saginaw,MI,saginaw
26147,St Clair,MI,stclair
26149,St Joseph,MI,stjoseph
26151,Sanilac,MI,sanilac
26153,Schoolcraft,MI,schoolcraft
26155,Shiawassee,MI,shiawassee
26157,Tuscola,MI,tuscola
26159,Van Buren,MI,vanburen
26161,Washtenaw,MI,washtenaw
26163,Wayne,MI,wayne
26165,Wexford,MI,wexford
27001,Aitkin,MN,aitkin
27003,Anoka,MN,anoka
27005,Becker,MN,becker
27007,Beltrami,MN,beltrami
27009,Benton,MN,benton
27011,Big Stone,MN,bigstone
27013,Blue Earth,MN,blueearth
27015,Brown,MN,brown
27017,Carlton,MN,carlton
27019,Carver,MN,carver
27021,Cass,MN,cass
27023,Chippewa,MN,chippewa
27025,Chisago,MN,chisago
27027,Clay,MN,clay
27029,Clearwater,MN,clearwater
27031,Cook,MN,cook
27033,Cottonwood,MN,cottonwood
27035,Crow Wing,MN,crowwing
27037,Dakota,MN,dakota
27039,Dodge,MN,dodge
27041,Douglas,MN,douglas
27043,Faribault,MN,faribault
27045,Fillmore,MN,fillmore
27047,Freeborn,MN,freeborn
27049,Goodhue,MN,goodhue
27051,Grant,MN,grant
27053,Hennepin,MN,hennepin
27055,Houston,MN,houston
27057,Hubbard,MN,hubbard
27059,Isanti,MN,isanti
27061,Itasca,MN,itasca
27063,Jackson,MN,jackson
27065,Kanabec,MN,kanabec
27067,Kandiyohi,MN,kandiyohi
27069,Kittson,MN,kittson
27071,Koochiching,MN,koochiching
27073,Lac qui Parle,MN,lacquiparle
27075,Lake,MN,lake
27077,Lake of the Woods,MN,lakeofthewoods
27079,Le Sueur,MN,lesueur
27081,Lincoln,MN,lincoln
27083,Lyon,MN,lyon
27085,McLeod,MN,mcleod
27087,Mahnomen,MN,mahnomen
27089,Marshall,MN,marshall
27091,Martin,MN,martin
27093,Meeker,MN,meeker
27095,Mille Lacs,MN,millelacs
27097,Morrison,MN,morrison
27099,Mower,MN,mower
27101,Murray,MN,murray
27103,Nicollet,MN,nicollet
27105,Nobles,MN,nobles
27107,Norman,MN,norman
27109,Olmsted,MN,olmsted
27111,Otter Tail,MN,ottertail
27113,Pennington,MN,pennington
27115,Pine,MN,pine
27117,Pipestone,MN,pipestone
27119,Polk,MN,polk
27121,Pope,MN,pope
27123,Ramsey,MN,ramsey
27125,Red Lake,MN,redlake
27127,Redwood,MN,redwood
27129,Renville,MN,renville
27131,Rice,MN,rice
27133,Rock,MN,rock
27135,Roseau,MN,roseau
27137,St Louis,MN,stlouis
27139,Scott,MN,scott
27141,Sherburne,MN,sherburne
27143,Sibley,MN,sibley
27145,Stearns,MN,stearns
27147,Steele,MN,steele
27149,Stevens,MN,stevens
27151,Swift,MN,swift
27153,Todd,MN,todd
27155,Traverse,MN,traverse
27157,Wabasha,MN,wabasha
27159,Wadena,MN,wadena
27161,Waseca,MN,waseca
27163,Washington,MN,washington
27165,Watonwan,MN,watonwan
27167,Wilkin,MN,wilkin
27169,Winona,MN,winona
27171,Wright,MN,wright
27173,Yellow Medicine,MN,yellowmedicine
28001,Adams,MS,adams
28003,Alcorn,MS,alcorn
28005,Amite,MS,amite
28007,Attala,MS,attala
28009,Benton,MS,benton
28011,Bolivar,MS,bolivar
28013,Calhoun,MS,calhoun
28015,Carroll,MS,carroll
28017,Chickasaw,MS,chickasaw
28019,Choctaw,MS,choctaw
28021,Claiborne,MS,claiborne
28023,Clarke,MS,clarke
28025,Clay,MS,clay
28027,Coahoma,MS,coahoma
28029,Copiah,MS,copiah
28031,Covington,MS,covington
28033,De Soto,MS,desoto
28035,Forrest,MS,forrest
28037,Franklin,MS,franklin
28039,George,MS,george
28041,Greene,MS,greene
28043,Grenada,MS,grenada
28045,Hancock,MS,hancock
28047,Harrison,MS,harrison
28049,Hinds,MS,hinds
28051,Holmes,MS,holmes
28053,Humphreys,MS,humphreys
28055,Issaquena,MS,issaquena
28057,Itawamba,MS,itawamba
28059,Jackson,MS,jackson
28061,Jasper,MS,jasper
28063,Jefferson,MS,jefferson
28065,Jefferson Davis,MS,jeffersondavis
28067,Jones,MS,jones
28069,Kemper,MS,kemper
28071,Lafayette,MS,lafayette
28073,Lamar,MS,lamar
28075,Lauderdale,MS,lauderdale
28077,Lawrence,MS,lawrence
28079,Leake,MS,leake
28081,Lee,MS,lee
28083,Leflore,MS,leflore
28085,Lincoln,MS,lincoln
28087,Lowndes,MS,lowndes
28089,Madison,MS,madison
28091,Marion,MS,marion
28093,Marshall,MS,marshall
28095,Monroe,MS,monroe
28097,Montgomery,MS,montgomery
28099,Neshoba,MS,neshoba
28101,Newton,MS,newton
28103,Noxubee,MS,noxubee
28105,Oktibbeha,MS,oktibbeha
28107,Panola,MS,panola
28109,Pearl River,MS,pearlriver
28111,Perry,MS,perry
28113,Pike,MS,pike
28115,Pontotoc,MS,pontotoc
28117,Prentiss,MS,prentiss
28119,Quitman,MS,quitman
28121,Rankin,MS,rankin
28123,Scott,MS,scott
28125,Sharkey,MS,sharkey
28127,Simpson,MS,simpson
28129,Smith,MS,smith
28131,Stone,MS,stone
28133,Sunflower,MS,sunflower
28135,Tallahatchie,MS,tallahatchie
28137,Tate,MS,tate
28139,Tippah,MS,tippah
28141,Tishomingo,MS,tishomingo
28143,Tunica,MS,tunica
28145,Union,MS,union
28147,Walthall,MS,walthall
28149,Warren,MS,warren
28151,Washington,MS,washington
28153,Wayne,MS,wayne
28155,Webster,MS,webster
28157,Wilkinson,MS,wilkinson
28159,Winston,MS,winston
28161,Yalobusha,MS,yalobusha
28163,Yazoo,MS,yazoo
29001,Adair,MO,adair
29003,Andrew,MO,andrew
29005,Atchison,MO,atchison
29007,Audrain,MO,audrain
29009,Barry,MO,barry
29011,Barton,MO,barton
29013,Bates,MO,bates
29015,Benton,MO,benton
29017,Bollinger,MO,bollinger
29019,Boone,MO,boone
29021,Buchanan,MO,buchanan
29023,Butler,MO,butler
29025,Caldwell,MO,caldwell
29027,Callaway,MO,callaway
29029,Camden,MO,camden
29031,Cape Girardeau,MO,capegirardeau
29033,Carroll,MO,carroll
29035,Carter,MO,carter
29037,Cass,MO,cass
29039,Cedar,MO,cedar
29041,Chariton,MO,chariton
29043,Christian,MO,christian
29045,Clark,MO,clark
29047,Clay,MO,clay
29049,Clinton,MO,clinton
29051,Cole,MO,cole
29053,Cooper,MO,cooper
29055,Crawford,MO,crawford
29057,Dade,MO,dade
29059,Dallas,MO,dallas
29061,Daviess,MO,daviess
29063,De Kalb,MO,dekalb
29065,Dent,MO,dent
29067,Douglas,MO,douglas
29069,Dunklin,MO,dunklin
29071,Franklin,MO,franklin
29073,Gasconade,MO,gasconade
29075,Gentry,MO,gentry
29077,Greene,MO,greene
29079,Grundy,MO,grundy
29081,Harrison,MO,harrison
29083,Henry,MO,henry
29085,Hickory,MO,hickory
29087,Holt,MO,holt
29089,Howard,MO,howard
29091,Howell,MO,howell
29093,Iron,MO,iron
29095,Jackson,MO,jackson
29097,Jasper,MO,jasper
29099,Jefferson,MO,jefferson
29101,Johnson,MO,johnson
29103,Knox,MO,knox
29105,Laclede,MO,laclede
29107,Lafayette,MO,lafayette
29109,Lawrence,MO,lawrence
29111,Lewis,MO,lewis
29113,Lincoln,MO,lincoln
29115,Linn,MO,linn
29117,Livingston,MO,livingston
29119,McDonald,MO,mcdonald
29121,Macon,MO,macon
29123,Madison,MO,madison
29125,Maries,MO,maries
29127,Marion,MO,marion
29129,Mercer,MO,mercer
29131,Miller,MO,miller
29133,Mississippi,MO,mississippi
29135,Moniteau,MO,moniteau
29137,Monroe,MO,monroe
29139,Montgomery,MO,montgomery
29141,Morgan,MO,morgan
29143,New Madrid,MO,newmadrid
29145,Newton,MO,newton
29147,Nodaway,MO,nodaway
29149,Oregon,MO,oregon
29151,Osage,MO,osage
29153,Ozark,MO,ozark
29155,Pemiscot,MO,pemiscot
29157,Perry,MO,perry
29159,Pettis,MO,pettis
29161,Phelps,MO,phelps
29163,Pike,MO,pike
29165,Platte,MO,platte
29167,Polk,MO,polk
29169,Pulaski,MO,pulaski
29171,Putnam,MO,putnam
29173,Ralls,MO,ralls
29175,Randolph,MO,randolph
29177,Ray,MO,ray
29179,Reynolds,MO,reynolds
29181,Ripley,MO,ripley
29183,St Charles,MO,stcharles
29185,St Clair,MO,stclair
29186,Ste. Genevieve,MO,stegenevieve
29187,St Francois,MO,stfrancois
29189,St Louis,MO,stlouis
29195,Saline,MO,saline
29197,Schuyler,MO,schuyler
29199,Scotland,MO,scotland
29201,Scott,MO,scott
29203,Shannon,MO,shannon
29205,Shelby,MO,shelby
29207,Stoddard,MO,stoddard
29209,Stone,MO,stone
29211,Sullivan,MO,sullivan
29213,Taney,MO,taney
29215,Texas,MO,texas
29217,Vernon,MO,vernon
29219,Warren,MO,warren
29221,Washington,MO,washington
29223,Wayne,MO,wayne
29225,Webster,MO,webster
29227,Worth,MO,worth
29229,Wright,MO,wright
29510,St Louis City,MO,stlouiscity
30001,Beaverhead,MT,beaverhead
30003,Big Horn,MT,bighorn
30005,Blaine,MT,blaine
30007,Broadwater,MT,broadwater
30009,Carbon,MT,carbon
30011,Carter,MT,carter
30013,Cascade,MT,cascade
30015,Chouteau,MT,chouteau
30017,Custer,MT,custer
30019,Daniels,MT,daniels
30021,Dawson,MT,dawson
30023,Deer Lodge,MT,deerlodge
30025,Fallon,MT,fallon
30027,Fergus,MT,fergus
30029,Flathead,MT,flathead
30031,Gallatin,MT,gallatin
30033,Garfield,MT,garfield
30035,Glacier,MT,glacier
30037,Golden Valley,MT,goldenvalley
30039,Granite,MT,granite
30041,Hill,MT,hill
30043,Jefferson,MT,jefferson
30045,Judith Basin,MT,judithbasin
30047,Lake,MT,lake
30049,Lewis and Clark,MT,lewisandclark
30051,Liberty,MT,liberty
30053,Lincoln,MT,lincoln
30055,McCone,MT,mccone
30057,Madison,MT,madison
30059,Meagher,MT,meagher
30061,Mineral,MT,mineral
30063,Missoula,MT,missoula
30065,Musselshell,MT,musselshell
30067,Park,MT,park
30069,Petroleum,MT,petroleum
30071,Phillips,MT,phillips
30073,Pondera,MT,pondera
30075,Powder River,MT,powderriver
30077,Powell,MT,powell
30079,Prairie,MT,prairie
30081,Ravalli,MT,ravalli
30083,Richland,MT,richland
30085,Roosevelt,MT,roosevelt
30087,Rosebud,MT,rosebud
30089,Sanders,MT,sanders
30091,Sheridan,MT,sheridan
30093,Silver Bow,MT,silverbow
30095,Stillwater,MT,stillwater
30097,Sweet Grass,MT,sweetgrass
30099,Teton,MT,teton
30101,Toole,MT,toole
30103,Treasure,MT,treasure
30105,Valley,MT,valley
30107,Wheatland,MT,wheatland
30109,Wibaux,MT,wibaux
30111,Yellowstone,MT,yellowstone
30113,Yellowstone Nat Park,MT,yellowstonenatpark
31001,Adams,NE,adams
31003,Antelope,NE,antelope
31005,Arthur,NE,arthur
31007,Banner,NE,banner
31009,Blaine,NE,blaine
31011,Boone,NE,boone
31013,Box Butte,NE,boxbutte
31015,Boyd,NE,boyd
31017,Brown,NE,brown
31019,Buffalo,NE,buffalo
31021,Burt,NE,burt
31023,Butler,NE,butler
31025,Cass,NE,cass
31027,Cedar,NE,cedar
31029,Chase,NE,chase
31031,Cherry,NE,cherry
31033,Cheyenne,NE,cheyenne
31035,Clay,NE,clay
31037,Colfax,NE,colfax
31039,Cuming,NE,cuming
31041,Custer,NE,custer
31043,Dakota,NE,dakota
31045,Dawes,NE,dawes
31047,Dawson,NE,dawson
31049,Deuel,NE,deuel
31051,Dixon,NE,dixon
31053,Dodge,NE,dodge
31055,Douglas,NE,douglas
31057,Dundy,NE,dundy
31059,Fillmore,NE,fillmore
31061,Franklin,NE,franklin
31063,Frontier,NE,frontier
31065,Furnas,NE,furnas
31067,Gage,NE,gage
31069,Garden,NE,garden
31071,Garfield,NE,garfield
31073,Gosper,NE,gosper
31075,Grant,NE,grant
31077,Greeley,NE,greeley
31079,Hall,NE,hall
31081,Hamilton,NE,hamilton
31083,Harlan,NE,harlan
31085,Hayes,NE,hayes
31087,Hitchcock,NE,hitchcock
31089,Holt,NE,holt
31091,Hooker,NE,hooker
31093,Howard,NE,howard
31095,Jefferson,NE,jefferson
31097,Johnson,NE,johnson
31099,Kearney,NE,kearney
31101,Keith,NE,keith
31103,Keya Paha,NE,keyapaha
31105,Kimball,NE,kimball
31107,Knox,NE,knox
31109,Lancaster,NE,lancaster
31111,Lincoln,NE,lincoln
31113,Logan,NE,logan
31115,Loup,NE,loup
31117,McPherson,NE,mcpherson
31119,Madison,NE,madison
31121,Merrick,NE,merrick
31123,Morrill,NE,morrill
31125,Nance,NE,nance
31127,Nemaha,NE,nemaha
31129,Nuckolls,NE,nuckolls
31131,Otoe,NE,otoe
31133,Pawnee,NE,pawnee
31135,Perkins,NE,perkins
31137,Phelps,NE,phelps
31139,Pierce,NE,pierce
31141,Platte,NE,platte
31143,Polk,NE,polk
31145,Red Willow,NE,redwillow
31147,Richardson,NE,richardson
31149,Rock,NE,rock
31151,Saline,NE,saline
31153,Sarpy,NE,sarpy
31155,Saunders,NE,saunders
31157,Scotts Bluff,NE,scottsbluff
31159,Seward,NE,seward
31161,Sheridan,NE,sheridan
31163,Sherman,NE,sherman
31165,Sioux,NE,sioux
31167,Stanton,NE,stanton
31169,Thayer,NE,thayer
31171,Thomas,NE,thomas
31173,Thurston,NE,thurston
31175,Valley,NE,valley
31177,Washington,NE,washington
31179,Wayne,NE,wayne
31181,Webster,NE,webster
31183,Wheeler,NE,wheeler
31185,York,NE,york
32001,Churchill,NV,churchill
32003,Clark,NV,clark
32005,Douglas,NV,douglas
32007,Elko,NV,elko
32009,Esmeralda,NV,esmeralda
32011,Eureka,NV,eureka
32013,Humboldt,NV,humboldt
32015,Lander,NV,lander
32017,Lincoln,NV,lincoln
32019,Lyon,NV,lyon
32021,Mineral,NV,mineral
32023,Nye,NV,nye
32027,Pershing,NV,pershing
32029,Storey,NV,storey
32031,Washoe,NV,washoe
32033,White Pine,NV,whitepine
32510,Carson City,NV,carsoncity
33001,Belknap,NH,belknap
33003,Carroll,NH,carroll
33005,Cheshire,NH,cheshire
33007,Coos,NH,coos
33009,Grafton,NH,grafton
33011,Hillsborough,NH,hillsborough
33013,Merrimack,NH,merrimack
33015,Rockingham,NH,rockingham
33017,Strafford,NH,strafford
33019,Sullivan,NH,sullivan
34001,Atlantic,NJ,atlantic
34003,Bergen,NJ,bergen
34005,Burlington,NJ,burlington
34007,Camden,NJ,camden
34009,Cape May,NJ,capemay
34011,Cumberland,NJ,cumberland
34013,Essex,NJ,essex
34015,Gloucester,NJ,gloucester
34017,Hudson,NJ,hudson
34019,Hunterdon,NJ,hunterdon
34021,Mercer,NJ,mercer
34023,Middlesex,NJ,middlesex
34025,Monmouth,NJ,monmouth
34027,Morris,NJ,morris
34029,Ocean,NJ,ocean
34031,Passaic,NJ,passaic
34033,Salem,NJ,salem
34035,Somerset,NJ,somerset
34037,Sussex,NJ,sussex
34039,Union,NJ,union
34041,Warren,NJ,warren
35001,Bernalillo,NM,bernalillo
35003,Catron,NM,catron
35005,Chaves,NM,chaves
35006,Cibola,NM,cibola
35007,Colfax,NM,colfax
35009,Curry,NM,curry
35011,De Baca,NM,debaca
35013,Dona Ana,NM,donaana
35015,Eddy,NM,eddy
35017,Grant,NM,grant
35019,Guadalupe,NM,guadalupe
35021,Harding,NM,harding
35023,Hidalgo,NM,hidalgo
35025,Lea,NM,lea
35027,Lincoln,NM,lincoln
35028,Los Alamos,NM,losalamos
35029,Luna,NM,luna
35031,McKinley,NM,mckinley
35033,Mora,NM,mora
35035,Otero,NM,otero
35037,Quay,NM,quay
35039,Rio Arriba,NM,rioarriba
35041,Roosevelt,NM,roosevelt
35043,Sandoval,NM,sandoval
35045,San Juan,NM,sanjuan
35047,San Miguel,NM,sanmiguel
35049,Santa Fe,NM,santafe
35051,Sierra,NM,sierra
35053,Socorro,NM,socorro
35055,Taos,NM,taos
35057,Torrance,NM,torrance
35059,Union,NM,union
35061,Valencia,NM,valencia
36001,Albany,NY,albany
